"team","game_id","winner","total_scoring","first_scoring","second_scoring","third_scoring","overtime_scoring","shootout_scoring","total_shots","first_shots","second_shots","third_shots","overtime_shots","shootout_shots","blocked_opponent_shots","successful_power_play","power_play_opportunities","power_play_percent","faceoff_percent","penalty_minutes","takeaways","giveaways","date"
"ctw",268134,"No",3,1,2,0,NA,NA,37,12,14,11,NA,NA,15,0,2,0,0.576,6,12,15,2020-02-29
"min",268134,"Yes",6,3,2,1,NA,NA,55,19,20,16,NA,NA,7,0,3,0,0.424,4,15,12,2020-02-29
"ctw",268136,"No",1,0,0,1,NA,NA,49,12,18,19,NA,NA,12,0,3,0,0.639,8,11,11,2020-03-01
"min",268136,"Yes",3,1,0,2,NA,NA,42,13,17,12,NA,NA,9,2,4,0.5,0.361,6,11,11,2020-03-01
"buf",268135,"Yes",3,0,2,1,NA,NA,25,7,9,9,NA,NA,12,1,7,0.143,0.536,14,6,6,2020-03-01
"met",268135,"No",1,0,0,1,NA,NA,37,12,8,17,NA,NA,14,0,6,0,0.464,16,6,6,2020-03-01
"ctw",307158,"Yes",5,2,2,1,NA,NA,26,12,7,7,NA,NA,11,1,2,0.5,0.527,6,10,4,2020-03-06
"buf",307158,"No",3,1,1,1,NA,NA,31,7,12,12,NA,NA,7,0,3,0,0.473,4,4,10,2020-03-06
"met",306650,"No",0,0,0,0,0,NA,28,13,4,8,3,NA,11,0,3,0,0.47,10,12,8,2020-03-08
"min",306650,"Yes",1,0,0,0,1,NA,31,9,12,4,6,NA,9,0,4,0,0.53,8,9,12,2020-03-08
"ctw",306651,"No",1,0,1,0,NA,NA,30,8,9,13,NA,NA,15,0,4,0,0.403,15,7,10,2020-03-08
"bos",306651,"Yes",5,1,1,3,NA,NA,47,12,17,18,NA,NA,8,1,7,0.143,0.597,8,10,7,2020-03-08
"min",312837,"Yes",0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2020-03-13
"bos",312837,"Yes",0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2020-03-13
"tor",368723,"No",0,0,0,0,NA,NA,40,13,14,13,NA,NA,7,0,3,0,0.643,6,1,2,2021-01-23
"met",368723,"Yes",3,2,0,1,NA,NA,19,10,5,4,NA,NA,14,0,3,0,0.357,6,2,1,2021-01-23
"bos",368719,"No",1,1,0,0,NA,NA,37,14,12,11,NA,NA,5,0,6,0,0.647,8,0,0,2021-01-23
"min",368719,"Yes",2,1,1,0,NA,NA,19,6,11,2,NA,NA,9,0,4,0,0.353,12,0,0,2021-01-23
"ctw",368721,"Yes",2,0,1,0,0,"1",44,14,12,16,2,2,5,0,2,0,0.569,2,9,9,2021-01-23
"buf",368721,"No",1,0,0,1,0,"0",25,5,9,9,2,3,15,1,2,0.5,0.431,4,9,9,2021-01-23
"min",368722,"Yes",6,1,2,2,0,"2",25,7,9,8,1,3,21,2,7,0.286,0.411,20,4,3,2021-01-24
"tor",368722,"No",5,3,2,0,0,"1",37,10,14,9,4,4,13,2,10,0.2,0.589,14,3,4,2021-01-24
"met",368720,"Yes",4,2,1,1,NA,NA,28,12,8,8,NA,NA,16,1,4,0.25,0.521,6,3,6,2021-01-24
"ctw",368720,"No",3,2,1,0,NA,NA,36,10,17,9,NA,NA,12,0,3,0,0.479,8,6,3,2021-01-24
"buf",368724,"No",1,1,0,0,NA,NA,21,10,5,6,NA,NA,19,0,2,0,0.436,27,5,6,2021-01-24
"bos",368724,"Yes",5,2,3,0,NA,NA,40,9,20,11,NA,NA,8,2,7,0.286,0.564,4,6,5,2021-01-24
"min",368725,"Yes",1,0,0,1,NA,NA,37,8,15,14,NA,NA,20,1,4,0.25,0.527,8,12,4,2021-01-26
"met",368725,"No",0,0,0,0,NA,NA,38,12,11,15,NA,NA,12,0,4,0,0.473,18,4,12,2021-01-26
"tor",368726,"Yes",2,0,0,2,NA,NA,38,13,11,14,NA,NA,9,1,5,0.2,0.531,12,12,5,2021-01-26
"bos",368726,"No",1,1,0,0,NA,NA,25,6,11,8,NA,NA,18,1,7,0.143,0.469,10,5,12,2021-01-26
"bos",368727,"No",1,1,0,0,NA,NA,35,14,10,11,NA,NA,9,1,6,0.167,0.556,8,6,5,2021-01-27
"ctw",368727,"Yes",4,0,0,4,NA,NA,37,15,2,20,NA,NA,12,1,4,0.25,0.444,12,5,6,2021-01-27
"buf",368728,"No",2,2,0,0,NA,NA,26,10,9,7,NA,NA,20,0,5,0,0.483,8,7,5,2021-01-27
"tor",368728,"Yes",4,1,2,1,NA,NA,49,19,21,9,NA,NA,9,0,4,0,0.517,10,5,7,2021-01-27
"bos",368730,"No",1,1,0,0,NA,NA,37,12,14,11,NA,NA,4,1,6,0.167,0.605,10,3,3,2021-01-30
"buf",368730,"Yes",2,0,1,1,NA,NA,23,8,2,13,NA,NA,19,1,6,0.167,0.395,12,3,3,2021-01-30
"min",368729,"No",3,0,2,1,NA,NA,31,7,9,15,NA,NA,14,2,7,0.286,0.379,6,2,7,2021-01-30
"tor",368729,"Yes",4,1,1,2,NA,NA,45,15,16,14,NA,NA,9,1,4,0.25,0.621,25,7,2,2021-01-30
"buf",371881,"No",0,0,0,0,NA,NA,31,7,16,8,NA,NA,15,0,2,0,0.423,6,3,4,2021-01-31
"bos",371881,"Yes",6,0,3,3,NA,NA,36,13,11,12,NA,NA,8,1,3,0.333,0.577,4,4,3,2021-01-31
"tor",371878,"Yes",6,0,2,4,NA,NA,37,11,16,10,NA,NA,3,1,5,0.2,0.436,4,3,5,2021-01-31
"ctw",371878,"No",0,0,0,0,NA,NA,25,7,7,11,NA,NA,14,0,2,0,0.564,10,5,3,2021-01-31
"buf",371880,"No",1,0,1,0,NA,NA,26,12,9,5,NA,NA,18,0,5,0,0.2,14,1,8,2021-02-01
"bos",371880,"Yes",7,3,1,3,NA,NA,38,17,11,10,NA,NA,10,2,7,0.286,0.8,8,8,1,2021-02-01
"bos",378722,"Yes",6,2,2,2,NA,NA,25,8,10,7,NA,NA,15,0,1,0,0.474,2,0,52,2021-03-26
"tor",378722,"No",2,1,0,1,NA,NA,25,10,9,6,NA,NA,11,0,2,0,0.526,2,0,49,2021-03-26
"ctw",378721,"No",0,0,0,0,NA,NA,44,16,17,11,NA,NA,6,0,1,0,0.524,0,0,23,2021-03-26
"min",378721,"Yes",7,2,3,2,NA,NA,31,10,11,10,NA,NA,2,0,0,0,0.476,2,0,21,2021-03-26
"bos",379254,"Yes",4,0,3,1,NA,NA,30,8,12,10,NA,NA,9,2,3,0.667,0.684,17,29,32,2021-03-27
"min",379254,"No",3,1,0,2,NA,NA,30,7,11,12,NA,NA,8,1,2,0.5,0.316,4,32,29,2021-03-27
